Optimizer,Test Loss,Test Accuracy (%),Precision,Recall,F1-Score,Best Val Acc (%),Final Train Loss,Final Val Loss,Epochs Trained
Adam,0.33797185890075315,86.86952897040433,0.8695814804844539,0.8686952897040433,0.868611776781743,88.03169307756463,0.40918123269436835,0.33066839123885766,20
SGD,0.6739842620130477,53.35556481867445,0.7081696662879041,0.5335556481867445,0.4091480119078423,54.295246038365306,0.5195127172502256,0.8017951864516168,7
SGD + Momentum,0.4865511922152552,74.86452688620258,0.7831105025409795,0.7486452688620259,0.7406762696729549,75.31276063386156,0.4309214748848883,0.5257466957408056,20
